StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
North Carolina,Office Supplies,Belkin,Consumer,Appliances,12/3/2022,US-2022-149510,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Harmony,Consumer,Appliances,4/28/2022,US-2022-120894,Harmony HEPA Quiet Air Purifiers,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Newell,Consumer,Art,12/31/2021,US-2021-165953,Newell 345,$0.00K,,$0.0K,
North Carolina,Office Supplies,Newell,Consumer,Art,1/8/2021,US-2021-137295,Newell 319,$0.01K,,$0.0K,
Tennessee,Office Supplies,Newell,Consumer,Art,11/15/2019,US-2019-116407,Newell 310,$0.00K,,$0.0K,
Tennessee,Office Supplies,Binney & Smith,Consumer,Art,7/9/2020,US-2020-153626,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",$0.00K,,$0.0K,
Tennessee,Office Supplies,Prang,Consumer,Art,12/11/2021,US-2021-132857,Prang Drawing Pencil Set,$0.00K,,$0.0K,
Florida,Office Supplies,Staple envelope,Consumer,Envelopes,12/12/2019,US-2019-107573,Staple envelope,$0.01K,,$0.0K,
North Carolina,Office Supplies,Other,Consumer,Envelopes,9/6/2021,US-2021-133123,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",$0.03K,,$0.1K,
Tennessee,Office Supplies,Other,Consumer,Envelopes,1/14/2022,US-2022-127306,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$0.01K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Avery,Consumer,Labels,7/21/2021,US-2021-142895,Avery 494,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,9/30/2019,US-2019-167633,Xerox 217,$0.01K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,10/3/2022,US-2022-149853,Xerox 208,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Easy-staple paper,Consumer,Paper,7/2/2020,US-2020-111703,Easy-staple paper,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,7/2/2020,US-2020-111703,Xerox 1957,$0.01K,,$0.0K,
Florida,Office Supplies,Adams,Consumer,Paper,3/19/2020,US-2020-143532,"Adams Telephone Message Books, 5 1/4¡± x 11¡±",$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,6/3/2022,US-2022-140872,Xerox 206,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Other,Consumer,Paper,2/3/2022,US-2022-126354,14-7/8 x 11 Blue Bar Computer Printout Paper,$0.04K,$0.0K,$0.1K,$0.1K
North Carolina,Office Supplies,Xerox,Consumer,Paper,4/15/2022,US-2022-114412,Xerox 1967,$0.01K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Xerox,Consumer,Paper,11/13/2020,US-2020-111199,Xerox 1910,$0.04K,,$0.1K,
North Carolina,Office Supplies,Xerox,Consumer,Paper,4/6/2020,US-2020-100888,Xerox 1884,$0.02K,,$0.0K,
North Carolina,Office Supplies,Xerox,Consumer,Paper,10/14/2021,US-2021-156503,Xerox 1944,$0.03K,,$0.1K,
North Carolina,Office Supplies,Other,Consumer,Paper,9/8/2021,US-2021-155138,Petty Cash Envelope,$0.02K,,$0.1K,
Tennessee,Office Supplies,Xerox,Consumer,Paper,9/5/2022,US-2022-102736,Xerox 220,$0.01K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,SAFCO,Consumer,Storage,12/23/2022,US-2022-140627,Safco Industrial Wire Shelving System,-$0.05K,-$0.1K,$0.2K,$0.2K
Tennessee,Office Supplies,Other,Consumer,Storage,12/22/2022,US-2022-150910,Crate-A-Files,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Staple remover,Consumer,Supplies,9/9/2022,US-2022-147228,Staple remover,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Belkin,Consumer,Appliances,11/5/2020,US-2020-118444,"Belkin 325VA UPS Surge Protector, 6'",$0.02K,,$0.4K,
North Carolina,Office Supplies,Fellowes,Consumer,Appliances,1/22/2021,US-2021-135923,Fellowes Mighty 8 Compact Surge Protector,$0.01K,,$0.1K,
North Carolina,Office Supplies,Honeywell,Consumer,Appliances,3/21/2020,US-2020-120621,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,$0.16K,,$1.0K,
North Carolina,Office Supplies,Zebra,Consumer,Art,9/2/2021,US-2021-106950,Zebra Zazzle Fluorescent Highlighters,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Envelopes,9/3/2022,US-2022-146136,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$0.01K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Other,Consumer,Envelopes,10/14/2021,US-2021-156503,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",$0.01K,,$0.0K,
Tennessee,Office Supplies,Avery,Consumer,Labels,12/25/2020,US-2020-144288,Avery 474,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,8/12/2022,US-2022-106537,Xerox 2000,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Other,Consumer,Paper,12/30/2021,US-2021-160486,Embossed Ink Jet Note Cards,$0.03K,,$0.1K,
North Carolina,Office Supplies,REDIFORM,Consumer,Paper,12/3/2022,US-2022-149510,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$0.01K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Xerox,Consumer,Paper,9/9/2022,US-2022-147228,Xerox 1888,$0.06K,$0.1K,$0.2K,$0.2K
Tennessee,Office Supplies,Southworth,Consumer,Paper,11/15/2019,US-2019-116407,"Southworth 100% R¨¦sum¨¦ Paper, 24lb.",$0.01K,,$0.0K,
Tennessee,Office Supplies,Gould Plastics,Consumer,Storage,9/20/2020,US-2020-141565,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-$0.06K,,$0.3K,
Florida,Office Supplies,Hoover,Consumer,Appliances,10/3/2022,US-2022-149853,Hoover Portapower Portable Vacuum,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Holmes,Consumer,Appliances,12/22/2022,US-2022-150910,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",$0.02K,$0.0K,$0.1K,$0.1K
North Carolina,Office Supplies,Other,Consumer,Art,11/27/2022,US-2022-132185,Pencil and Crayon Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Other,Consumer,Art,9/13/2022,US-2022-139493,Fluorescent Highlighters by Dixon,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Newell,Consumer,Art,11/25/2020,US-2020-164357,Newell 349,$0.00K,,$0.0K,
Tennessee,Office Supplies,Other,Consumer,Art,9/5/2022,US-2022-102736,Model L Table or Wall-Mount Pencil Sharpener,$0.01K,$0.0K,$0.1K,$0.1K
Tennessee,Office Supplies,Other,Consumer,Envelopes,8/13/2022,US-2022-128363,Colored Envelopes,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Other,Consumer,Fasteners,8/13/2022,US-2022-128363,Staples,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Things To Do,Consumer,Paper,12/31/2021,US-2021-165953,Things To Do Today Pad,$0.01K,,$0.0K,
Florida,Office Supplies,Xerox,Consumer,Paper,11/12/2022,US-2022-154088,Xerox 1968,$0.01K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Xerox,Consumer,Paper,8/25/2022,US-2022-114636,Xerox 1910,$0.07K,$0.1K,$0.2K,$0.2K
Tennessee,Office Supplies,Other,Consumer,Paper,12/20/2019,US-2019-134551,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),$0.01K,,$0.0K,
Tennessee,Office Supplies,Xerox,Consumer,Paper,9/15/2022,US-2022-145737,Xerox 1893,$0.06K,$0.1K,$0.2K,$0.2K
North Carolina,Office Supplies,Fellowes,Consumer,Storage,10/8/2021,US-2021-135636,Fellowes Econo/Stor Drawers,-$0.07K,,$0.4K,
North Carolina,Office Supplies,Fellowes,Consumer,Storage,7/29/2021,US-2021-164574,Fellowes High-Stak Drawer Files,$0.03K,,$0.7K,
Tennessee,Office Supplies,Carina,Consumer,Storage,9/29/2022,US-2022-118402,Carina Media Storage Towers in Natural & Black,-$0.05K,-$0.1K,$0.2K,$0.2K
Tennessee,Office Supplies,Holmes,Consumer,Appliances,9/30/2019,US-2019-140886,Holmes Odor Grabber,$0.01K,,$0.1K,
Tennessee,Office Supplies,Other,Consumer,Fasteners,11/22/2020,US-2020-168459,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",$0.02K,,$0.1K,
Florida,Office Supplies,Tennsco,Consumer,Storage,10/10/2020,US-2020-134719,Tennsco Single-Tier Lockers,-$0.34K,,$1.8K,
North Carolina,Office Supplies,Other,Consumer,Storage,9/19/2019,US-2019-127299,Project Tote Personal File,$0.01K,,$0.1K,
Tennessee,Office Supplies,Other,Consumer,Storage,11/13/2020,US-2020-114503,Portfile Personal File Boxes,$0.01K,,$0.1K,
Florida,Office Supplies,Eureka,Consumer,Appliances,6/3/2022,US-2022-140872,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Hoover,Consumer,Appliances,12/20/2019,US-2019-134551,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,$0.00K,,$0.0K,
Tennessee,Office Supplies,Belkin,Consumer,Appliances,8/13/2022,US-2022-128363,Belkin Premiere Surge Master II 8-outlet surge protector,$0.03K,$0.0K,$0.3K,$0.3K
Tennessee,Office Supplies,Other,Consumer,Art,12/23/2022,US-2022-140627,Pencil and Crayon Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Newell,Consumer,Art,12/22/2022,US-2022-150910,Newell 325,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Xerox,Consumer,Paper,11/17/2022,US-2022-100902,Xerox 1938,$0.09K,$0.1K,$0.3K,$0.3K
Tennessee,Office Supplies,Xerox,Consumer,Paper,1/14/2022,US-2022-127306,Xerox 1931,$0.01K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Standard,Consumer,Paper,4/16/2021,US-2021-166282,Standard Line ¡°While You Were Out¡± Hardbound Telephone Message Book,$0.04K,,$0.1K,
North Carolina,Office Supplies,Acme,Consumer,Supplies,11/13/2021,US-2021-121958,Acme Forged Steel Scissors with Black Enamel Handles,$0.01K,,$0.1K,
Florida,Office Supplies,Avery,Consumer,Art,10/9/2020,US-2020-162761,Avery Hi-Liter Smear-Safe Highlighters,$0.01K,,$0.0K,
North Carolina,Office Supplies,Newell,Consumer,Art,4/11/2022,US-2022-130904,Newell 321,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Acme,Consumer,Supplies,1/17/2020,US-2020-151547,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",$0.01K,,$0.1K,
North Carolina,Office Supplies,Belkin,Consumer,Appliances,9/2/2021,US-2021-106950,Belkin F9M820V08 8 Outlet Surge,$0.03K,,$0.3K,
Tennessee,Office Supplies,Xerox,Consumer,Paper,11/3/2019,US-2019-146731,Xerox 1884,$0.05K,,$0.1K,
North Carolina,Office Supplies,Xerox,Consumer,Paper,3/21/2020,US-2020-120621,Xerox 1883,$0.10K,,$0.3K,
Florida,Office Supplies,Avery,Consumer,Binders,9/21/2022,US-2022-146878,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",-$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Acco,Consumer,Binders,12/11/2020,US-2020-120572,Acco D-Ring Binder w/DublLock,-$0.01K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,12/19/2019,US-2019-150574,Insertable Tab Post Binder Dividers,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,10/9/2020,US-2020-162761,Clear Mylar Reinforcing Strips,-$0.01K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,10/9/2020,US-2020-162761,Zipper Ring Binder Pockets,$0.00K,,$0.0K,
Florida,Office Supplies,Avery,Consumer,Binders,11/3/2022,US-2022-100622,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,GBC,Consumer,Binders,2/3/2022,US-2022-126354,GBC Instant Report Kit,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Avery,Consumer,Binders,5/20/2021,US-2021-108567,Avery Non-Stick Binders,$0.00K,,$0.0K,
North Carolina,Office Supplies,Pressboard,Consumer,Binders,9/6/2021,US-2021-133123,Pressboard Data Binders by Wilson Jones,$0.00K,,$0.0K,
Tennessee,Office Supplies,Storex,Consumer,Binders,11/4/2022,US-2022-102610,Storex Dura Pro Binders,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Avery,Consumer,Binders,1/14/2022,US-2022-127306,Avery Durable Slant Ring Binders With Label Holder,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Acco,Consumer,Binders,11/22/2020,US-2020-168459,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",$0.00K,,$0.0K,
Florida,Office Supplies,Wilson Jones,Consumer,Binders,6/9/2020,US-2020-101868,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-$0.03K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,1/7/2022,US-2022-168690,Zipper Ring Binder Pockets,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Wilson Jones,Consumer,Binders,6/3/2022,US-2022-140872,Wilson Jones Standard D-Ring Binders,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Other,Consumer,Binders,12/4/2020,US-2020-110247,SpineVue Locking Slant-D Ring Binders by Cardinal,-$0.01K,,$0.0K,
North Carolina,Office Supplies,Premier,Consumer,Binders,7/29/2021,US-2021-164574,"Premier Elliptical Ring Binder, Black",-$0.02K,,$0.0K,
North Carolina,Office Supplies,GBC,Consumer,Binders,3/21/2020,US-2020-120621,"GBC Laser Imprintable Binding System Covers, Desert Sand",-$0.01K,,$0.0K,
Tennessee,Office Supplies,GBC,Consumer,Binders,5/29/2021,US-2021-156573,GBC ProClick Spines for 32-Hole Punch,-$0.01K,,$0.0K,
Florida,Office Supplies,Ibico,Consumer,Binders,11/20/2020,US-2020-163965,Ibico Laser Imprintable Binding System Covers,-$0.05K,,$0.1K,
North Carolina,Office Supplies,Acco,Consumer,Binders,6/11/2022,US-2022-133928,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Other,Consumer,Binders,9/13/2020,US-2020-138457,Heavy-Duty E-Z-D Binders,-$0.01K,,$0.0K,
North Carolina,Office Supplies,Pressboard,Consumer,Binders,5/20/2020,US-2020-153535,Pressboard Data Binders by Wilson Jones,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,6/9/2020,US-2020-101868,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",-$0.04K,,$0.1K,
Florida,Office Supplies,Wilson Jones,Consumer,Binders,11/20/2020,US-2020-163965,Wilson Jones Turn Tabs Binder Tool for Ring Binders,-$0.01K,,$0.0K,
Florida,Office Supplies,Other,Consumer,Binders,10/28/2021,US-2021-140641,Canvas Sectional Post Binders,-$0.03K,,$0.0K,
North Carolina,Office Supplies,GBC,Consumer,Binders,9/2/2021,US-2021-106950,GBC Plasticlear Binding Covers,-$0.01K,,$0.0K,
North Carolina,Office Supplies,GBC,Consumer,Binders,12/3/2020,US-2020-123092,GBC DocuBind P50 Personal Binding Machine,-$0.07K,,$0.1K,
Tennessee,Office Supplies,Ibico,Consumer,Binders,1/14/2022,US-2022-127306,Ibico Presentation Index for Binding Systems,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Other,Consumer,Binders,11/13/2020,US-2020-136147,Catalog Binders with Expanding Posts,-$0.10K,,$0.1K,
North Carolina,Office Supplies,GBC,Consumer,Binders,12/3/2022,US-2022-149510,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",-$0.02K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,GBC,Consumer,Binders,8/13/2022,US-2022-128363,GBC DocuBind TL300 Electric Binding System,-$1.24K,-$1.2K,$1.6K,$1.6K
Tennessee,Office Supplies,GBC,Consumer,Binders,9/20/2020,US-2020-141565,GBC Ibimaster 500 Manual ProClick Binding System,-$0.91K,,$1.4K,
North Carolina,Office Supplies,Other,Consumer,Binders,9/2/2021,US-2021-106950,Heavy-Duty E-Z-D Binders,-$0.02K,,$0.0K,
North Carolina,Office Supplies,Avery,Consumer,Binders,11/3/2019,US-2019-165764,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-$0.01K,,$0.0K,
North Carolina,Office Supplies,XtraLife,Consumer,Binders,1/8/2021,US-2021-137295,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",-$0.02K,,$0.0K,
Florida,Office Supplies,Acco,Consumer,Binders,9/22/2021,US-2021-116232,Acco Suede Grain Vinyl Round Ring Binder,-$0.01K,,$0.0K,
California,Office Supplies,Belkin,Consumer,Appliances,11/11/2022,US-2022-110842,Belkin 6 Outlet Metallic Surge Strip,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Staple holder,Consumer,Appliances,5/12/2021,US-2021-123610,Staple holder,$0.00K,,$0.0K,
California,Office Supplies,Dixon,Consumer,Art,6/15/2022,US-2022-135167,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Envelopes,10/11/2019,US-2019-128538,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$0.00K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Envelopes,12/6/2021,US-2021-169040,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,$0.02K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,9/25/2021,US-2021-125402,Avery 513,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,8/27/2020,US-2020-101707,Avery 511,$0.00K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,6/19/2020,US-2020-121965,Xerox 231,$0.00K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,9/29/2019,US-2019-146969,Xerox 223,$0.00K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,10/13/2021,US-2021-145583,Xerox 1880,$0.02K,,$0.0K,
California,Office Supplies,Wirebound,Consumer,Paper,9/11/2021,US-2021-145625,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",$0.00K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,12/4/2021,US-2021-112060,Xerox 1915,$0.05K,,$0.1K,
California,Office Supplies,Wirebound,Consumer,Paper,12/8/2022,US-2022-117457,"Wirebound Service Call Books, 5 1/2"" x 4""",$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,12/8/2022,US-2022-117457,Xerox 1908,$0.03K,$0.0K,$0.1K,$0.1K
Nevada,Office Supplies,Xerox,Consumer,Paper,12/6/2020,US-2020-114741,Xerox 20,$0.00K,,$0.0K,
New Mexico,Office Supplies,Xerox,Consumer,Paper,12/28/2022,US-2022-122798,Xerox 1953,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Fellowes,Consumer,Storage,9/29/2019,US-2019-146969,"Fellowes Mobile File Cart, Black",$0.02K,,$0.1K,
California,Office Supplies,Other,Consumer,Storage,12/29/2021,US-2021-112578,Project Tote Personal File,$0.00K,,$0.0K,
California,Office Supplies,Sterilite,Consumer,Storage,11/25/2022,US-2022-133312,Sterilite Officeware Hinged File Box,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Storage,10/12/2019,US-2019-139451,"Sortfiler Multipurpose Personal File Organizer, Black",$0.01K,,$0.0K,
Washington,Office Supplies,Other,Consumer,Storage,6/10/2022,US-2022-158071,Personal File Boxes with Fold-Down Carry Handle,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Acme,Consumer,Supplies,1/29/2022,US-2022-139304,Acme Office Executive Series Stainless Steel Trimmers,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Kensington,Consumer,Appliances,5/28/2021,US-2021-134803,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,$0.08K,,$0.3K,
California,Office Supplies,Belkin,Consumer,Appliances,12/27/2020,US-2020-148376,Belkin F9G930V10-GRY 9 Outlet Surge,$0.03K,,$0.1K,
California,Office Supplies,Belkin,Consumer,Appliances,11/26/2021,US-2021-107104,Belkin F9S820V06 8 Outlet Surge,$0.02K,,$0.1K,
California,Office Supplies,Holmes,Consumer,Appliances,11/3/2021,US-2021-109365,Holmes 99% HEPA Air Purifier,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Appliances,12/6/2020,US-2020-168634,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Appliances,9/23/2022,US-2022-123778,APC 7 Outlet Network SurgeArrest Surge Protector,$0.05K,$0.0K,$0.2K,$0.2K
California,Office Supplies,Belkin,Consumer,Appliances,9/15/2022,US-2022-116652,Belkin 5 Outlet SurgeMaster Power Centers,$0.03K,$0.0K,$0.1K,$0.1K
Washington,Office Supplies,Belkin,Consumer,Appliances,5/19/2022,US-2022-153787,Belkin Premiere Surge Master II 8-outlet surge protector,$0.03K,$0.0K,$0.1K,$0.1K
California,Office Supplies,Newell,Consumer,Art,3/8/2022,US-2022-104080,Newell 323,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Newell,Consumer,Art,9/25/2021,US-2021-125402,Newell 346,$0.00K,,$0.0K,
California,Office Supplies,Staples in misc. colors,Consumer,Art,6/25/2020,US-2020-115945,Staples in misc. colors,$0.01K,,$0.0K,
California,Office Supplies,Sanford,Consumer,Art,11/6/2022,US-2022-100013,SANFORD Liquid Accent Tank-Style Highlighters,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Newell,Consumer,Art,12/21/2022,US-2022-163405,Newell 317,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Boston,Consumer,Art,6/18/2020,US-2020-154200,"BOSTON Ranger #55 Pencil Sharpener, Black",$0.02K,,$0.1K,
California,Office Supplies,Prang,Consumer,Art,4/17/2020,US-2020-155306,Prang Drawing Pencil Set,$0.00K,,$0.0K,
California,Office Supplies,Dixon,Consumer,Art,11/25/2022,US-2022-101665,DIXON Oriole Pencils,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Art,9/8/2021,US-2021-103709,"Eberhard Faber 3 1/2"" Golf Pencils",$0.00K,,$0.0K,
Utah,Office Supplies,Boston,Consumer,Art,7/7/2021,US-2021-106397,Boston KS Multi-Size Manual Pencil Sharpener,$0.01K,,$0.0K,
Washington,Office Supplies,Prang,Consumer,Art,9/8/2019,US-2019-107818,Prang Colored Pencils,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Envelopes,9/25/2020,US-2020-100573,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Envelopes,11/6/2022,US-2022-100013,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Staple envelope,Consumer,Envelopes,9/21/2019,US-2019-153969,Staple envelope,$0.01K,,$0.0K,
California,Office Supplies,Other,Consumer,Envelopes,7/26/2020,US-2020-136735,Airmail Envelopes,$0.08K,,$0.2K,
California,Office Supplies,Peel & Seel,Consumer,Envelopes,5/5/2022,US-2022-141943,"Peel & Seel Recycled Catalog Envelopes, Brown",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Fasteners,10/13/2021,US-2021-145583,Ideal Clamps,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Fasteners,10/30/2021,US-2021-105291,Assorted Color Push Pins,$0.00K,,$0.0K,
California,Office Supplies,Other,Consumer,Labels,9/25/2021,US-2021-125402,Alphabetical Labels for Top Tab Filing,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,2/18/2020,US-2020-105725,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$0.03K,,$0.1K,
California,Office Supplies,Avery,Consumer,Labels,4/17/2022,US-2022-128965,Avery 517,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Avery,Consumer,Labels,6/10/2021,US-2021-113243,Avery 473,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,5/22/2020,US-2020-149846,Avery 476,$0.00K,,$0.0K,
California,Office Supplies,Universal,Consumer,Labels,3/19/2020,US-2020-113110,Self-Adhesive Address Labels for Typewriters by Universal,$0.01K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,9/20/2019,US-2019-156433,Avery 499,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,4/1/2022,US-2022-147942,Avery 498,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Avery,Consumer,Labels,12/10/2020,US-2020-127502,Avery File Folder Labels,$0.00K,,$0.0K,
California,Office Supplies,Avery,Consumer,Labels,11/14/2021,US-2021-149482,Avery 52,$0.00K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,9/10/2021,US-2021-165918,Avery 487,$0.00K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,6/11/2021,US-2021-142405,Avery 486,$0.01K,,$0.0K,
Washington,Office Supplies,Avery,Consumer,Labels,11/12/2022,US-2022-164364,Avery 483,$0.00K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Other,Consumer,Paper,10/7/2021,US-2021-155033,Astroparche Fine Business Paper,$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,4/8/2021,US-2021-130477,Xerox 1931,$0.01K,,$0.0K,
California,Office Supplies,Hammermil,Consumer,Paper,3/12/2021,US-2021-119270,Hammermill Color Copier Paper (28Lb. and 96 Bright),$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,11/12/2019,US-2019-151295,Xerox 1974,$0.01K,,$0.0K,
California,Office Supplies,Wirebound,Consumer,Paper,5/27/2021,US-2021-136994,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$0.01K,,$0.0K,
California,Office Supplies,Xerox,Consumer,Paper,5/26/2022,US-2022-107853,Xerox 201,$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,6/17/2021,US-2021-159345,Xerox 1934,$0.05K,,$0.1K,
California,Office Supplies,Wirebound,Consumer,Paper,7/21/2022,US-2022-145429,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",$0.01K,$0.0K,$0.0K,$0.0K
California,Office Supplies,Xerox,Consumer,Paper,9/27/2019,US-2019-133130,Xerox 1919,$0.04K,,$0.1K,
